kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
3832474,K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,143.206304700,2.3480000e-04,-2.3480000e-04,154.2355200,1.300000e-03,-1.300000e-03,0.379,0.073,-0.273,8.93020,0.09610,-0.09610,10565.7,8.240e+01,-8.240e+01,8.90,0.82,-3.800e-01,308.0,,,2.14,0.59,-0.35,138.80,2,q1_q17_dr25_tce,5485.00,98.00,-120.00,4.556,0.014,-0.081,0.8670,0.0790,-0.0370,285.283630,38.947281,15.403
3832474,K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,0.7450,0,0,0,0,60.324942160,3.2070000e-05,-3.2070000e-05,243.8925780,4.230000e-04,-4.230000e-04,0.224,0.067,-0.146,6.61880,0.03270,-0.03270,20280.4,6.400e+01,-6.400e+01,12.19,1.11,-5.200e-01,411.0,,,6.77,1.89,-1.09,347.20,1,q1_q17_dr25_tce,5485.00,98.00,-120.00,4.556,0.014,-0.081,0.8670,0.0790,-0.0370,285.283630,38.947281,15.403
3836375,K00807.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.540397253,2.7020000e-06,-2.7020000e-06,170.5047900,1.500000e-03,-1.500000e-03,1.225,6.813,-0.101,2.15410,0.08460,-0.08460,816.1,2.570e+01,-2.570e+01,25.69,7.44,-2.330e+00,1470.0,,,1105.68,965.56,-306.98,38.80,1,q1_q17_dr25_tce,5663.00,171.00,-188.00,4.530,0.036,-0.204,0.9150,0.2650,-0.0830,286.926390,38.921631,15.974
3838486,K00808.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.990254430,1.1680000e-05,-1.1680000e-05,171.9834000,3.090000e-03,-3.090000e-03,0.014,0.334,-0.014,5.41400,0.11300,-0.11300,589.2,1.410e+01,-1.410e+01,1.70,0.10,-1.500e-01,918.0,,,168.45,43.55,-45.45,48.50,1,q1_q17_dr25_tce,4667.00,140.00,-154.00,4.578,0.048,-0.028,0.7310,0.0420,-0.0630,287.748810,38.929550,15.842
3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.594745374,1.1300000e-07,-1.1300000e-07,170.6483505,5.790000e-05,-5.790000e-05,0.514,0.022,-0.037,1.96040,0.01060,-0.01060,15044.5,2.030e+01,-2.030e+01,11.30,3.09,-1.330e+00,1539.0,,,1329.42,1067.75,-412.98,1009.30,1,q1_q17_dr25_tce,5934.00,160.00,-178.00,4.491,0.065,-0.195,0.8930,0.2440,-0.1050,285.213810,39.027481,15.530
3940418,K00810.01,Kepler-1728 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.783002698,5.4320000e-06,-5.4320000e-06,170.5084340,9.430000e-04,-9.430000e-04,0.003,0.425,-0.003,2.33500,0.03320,-0.03320,1008.7,1.660e+01,-1.660e+01,2.50,0.34,-1.900e-01,886.0,,,145.48,66.39,-35.12,70.60,1,q1_q17_dr25_tce,5170.00,155.00,-155.00,4.574,0.026,-0.097,0.8070,0.1110,-0.0600,287.093990,39.060719,15.119
4049131,K00811.01,Kepler-687 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.505889210,3.2060000e-05,-3.2060000e-05,181.4342800,1.220000e-03,-1.220000e-03,0.260,0.151,-0.260,4.05950,0.04810,-0.04810,2105.5,3.100e+01,-3.100e+01,3.41,0.28,-3.100e-01,518.0,,,17.06,5.47,-4.61,78.50,1,q1_q17_dr25_tce,4905.00,148.00,-148.00,4.544,0.072,-0.044,0.7610,0.0630,-0.0700,289.315430,39.153278,15.398
4139816,K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.340218842,3.1770000e-06,-3.1770000e-06,171.9790620,7.500000e-04,-7.500000e-04,0.466,0.002,-0.437,1.91040,0.03180,-0.03180,1632.6,2.660e+01,-2.660e+01,2.03,0.13,-1.700e-01,656.0,,,43.73,9.67,-9.92,71.60,1,q1_q17_dr25_tce,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,286.079130,39.278320,15.954
4139816,K00812.02,Kepler-235 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.060363360,5.8390000e-05,-5.8390000e-05,147.4655400,2.410000e-03,-2.410000e-03,0.556,0.323,-0.368,3.32030,0.07540,-0.07540,1494.7,4.510e+01,-4.510e+01,1.96,0.13,-1.600e-01,361.0,,,4.00,0.89,-0.90,35.20,2,q1_q17_dr25_tce,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,286.079130,39.278320,15.954
4139816,K00812.03,Kepler-235 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,46.184203900,2.6540000e-04,-2.6540000e-04,165.2372900,4.300000e-03,-4.300000e-03,0.013,0.415,-0.013,4.75800,0.13000,-0.13000,1394.7,5.640e+01,-5.640e+01,1.83,0.12,-1.500e-01,273.0,,,1.32,0.29,-0.30,26.00,3,q1_q17_dr25_tce,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,286.079130,39.278320,15.954
4139816,K00812.04,Kepler-235 c,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,7.825021680,3.8900000e-05,-3.8900000e-05,136.5499500,4.360000e-03,-4.360000e-03,0.708,0.234,-0.487,2.18600,0.12000,-0.12000,520.8,3.640e+01,-3.640e+01,1.20,0.08,-1.000e-01,494.0,,,14.05,3.10,-3.19,15.90,4,q1_q17_dr25_tce,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,286.079130,39.278320,15.954
4275191,K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.895936525,7.7100000e-07,-7.7100000e-07,170.5275520,1.570000e-04,-1.570000e-04,0.524,0.069,-0.237,2.31110,0.03020,-0.03020,8544.8,2.950e+01,-2.950e+01,7.34,1.53,-6.500e-01,1005.0,,,241.62,155.31,-64.19,370.80,1,q1_q17_dr25_tce,5557.00,167.00,-167.00,4.592,0.034,-0.136,0.7740,0.1610,-0.0690,294.655240,39.308361,15.725
4476123,K00814.01,Kepler-689 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,22.366464660,9.7610000e-05,-9.7610000e-05,175.4586200,3.540000e-03,-3.540000e-03,0.400,0.066,-0.400,5.22800,0.12200,-0.12200,986.8,3.510e+01,-3.510e+01,2.32,0.38,-1.600e-01,536.0,,,19.45,10.29,-4.56,32.10,1,q1_q17_dr25_tce,5395.00,160.00,-160.00,4.615,0.032,-0.104,0.7340,0.1220,-0.0520,294.710630,39.521740,15.583
4544670,K00815.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,34.843986440,4.0360000e-05,-4.0360000e-05,172.6332520,9.400000e-04,-9.400000e-04,0.934,0.575,-0.031,2.93150,0.07020,-0.07020,4523.6,8.250e+01,-8.250e+01,7.61,1.72,-9.100e-01,511.0,,,16.10,11.10,-5.08,76.80,1,q1_q17_dr25_tce,5509.00,166.00,-166.00,4.482,0.081,-0.150,0.8710,0.1960,-0.1050,285.920010,39.624828,15.684
4664847,K00816.01,Kepler-690 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.748094239,7.5530000e-06,-7.5530000e-06,174.9972060,7.650000e-04,-7.650000e-04,0.517,0.237,-0.325,3.59570,0.04300,-0.04300,2472.1,2.570e+01,-2.570e+01,5.52,1.70,-5.600e-01,964.0,,,204.39,186.49,-63.82,113.20,1,q1_q17_dr25_tce,5973.00,169.00,-232.00,4.439,0.052,-0.221,1.0850,0.3340,-0.1110,294.489900,39.771439,15.670
4725681,K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,23.967936690,9.2490000e-05,-9.2490000e-05,186.2218200,3.050000e-03,-3.050000e-03,0.416,0.053,-0.416,3.82700,0.11300,-0.11300,1182.3,4.610e+01,-4.610e+01,1.80,0.10,-1.500e-01,329.0,,,2.77,0.58,-0.64,27.50,1,q1_q17_dr25_tce,3747.00,75.00,-83.00,4.728,0.042,-0.025,0.5240,0.0300,-0.0440,283.866390,39.898079,15.414
4725681,K00817.02,Kepler-236 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,8.295617380,2.3680000e-05,-2.3680000e-05,135.7928400,2.190000e-03,-2.190000e-03,0.888,0.062,-0.612,1.34210,0.07730,-0.07730,824.3,5.750e+01,-5.750e+01,1.82,0.10,-1.500e-01,469.0,,,11.39,2.40,-2.65,17.90,2,q1_q17_dr25_tce,3747.00,75.00,-83.00,4.728,0.042,-0.025,0.5240,0.0300,-0.0440,283.866390,39.898079,15.414
4913852,K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.114374820,1.0920000e-05,-1.0920000e-05,176.3396800,1.070000e-03,-1.070000e-03,0.573,0.000,-0.468,2.27360,0.04470,-0.04470,1558.0,3.200e+01,-3.200e+01,2.10,0.14,-1.600e-01,460.0,,,10.55,2.46,-2.31,56.40,1,q1_q17_dr25_tce,3692.00,73.00,-83.00,4.753,0.032,-0.039,0.5170,0.0350,-0.0390,288.812010,40.033401,15.877
4932348,K00819.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,38.036729482,3.4840000e-06,-3.4840000e-06,196.9349470,7.160000e-05,-7.160000e-05,0.501,0.003,-0.005,4.34617,0.00645,-0.00645,82871.6,8.330e+01,-8.330e+01,27.50,5.28,-2.270e+00,500.0,,,14.81,8.85,-3.91,1300.00,1,q1_q17_dr25_tce,5575.00,166.00,-183.00,4.521,0.038,-0.152,0.9320,0.1790,-0.0770,294.147890,40.055538,15.472
4936180,K00820.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.640900310,1.4850000e-05,-1.4850000e-05,173.6463800,2.610000e-03,-2.610000e-03,1.280,0.098,-0.070,35.51200,0.27400,-0.27400,2450.6,1.170e+01,-1.170e+01,30.09,5.79,-3.140e+00,1155.0,,,421.08,257.38,-124.00,296.90,1,q1_q17_dr25_tce,6463.00,205.00,-205.00,4.500,0.087,-0.163,0.8260,0.1590,-0.0860,295.113710,40.071171,15.270
5021899,K00821.01,Kepler-692 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.812959960,7.2290000e-05,-7.2290000e-05,174.0108500,2.610000e-03,-2.610000e-03,0.053,0.394,-0.053,4.37910,0.09100,-0.09100,1175.4,3.580e+01,-3.580e+01,3.38,0.91,-4.900e-01,639.0,,,39.33,31.88,-13.85,37.80,1,q1_q17_dr25_tce,5601.00,166.00,-166.00,4.410,0.116,-0.188,0.9990,0.2690,-0.1450,294.776860,40.153740,15.540
5077629,K00822.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,7.919369370,2.0400000e-06,-2.0400000e-06,172.1810920,2.020000e-04,-2.020000e-04,0.733,0.010,-0.011,3.31480,0.02090,-0.02090,15148.1,4.980e+01,-4.980e+01,10.34,2.59,-8.700e-01,814.0,,,104.00,77.20,-26.78,389.00,1,q1_q17_dr25_tce,5690.00,154.00,-172.00,4.588,0.040,-0.160,0.7760,0.1950,-0.0650,283.538450,40.217999,15.805
5164255,K00824.01,Kepler-693 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.375623690,1.0170000e-05,-1.0170000e-05,173.6140200,6.080000e-04,-6.080000e-04,0.692,0.033,-0.066,3.31690,0.06450,-0.06450,15337.0,1.140e+02,-1.140e+02,11.01,0.44,-8.200e-01,600.0,,,30.54,4.61,-5.99,166.00,1,q1_q17_dr25_tce,4986.00,79.00,-79.00,4.496,0.075,-0.025,0.8330,0.0330,-0.0620,283.253540,40.358189,16.422
5252423,K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.103632710,2.0320000e-05,-2.0320000e-05,176.9486000,2.050000e-03,-2.050000e-03,0.047,0.409,-0.047,3.16100,0.06350,-0.06350,887.9,2.450e+01,-2.450e+01,2.11,0.18,-2.000e-01,687.0,,,52.82,16.30,-14.35,39.30,1,q1_q17_dr25_tce,4861.00,131.00,-146.00,4.574,0.054,-0.041,0.7320,0.0620,-0.0680,283.221410,40.421829,15.289
5252423,K00825.02,Kepler-237 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.715108430,1.9410000e-05,-1.9410000e-05,134.9617800,3.240000e-03,-3.240000e-03,0.258,0.195,-0.258,2.50600,0.10300,-0.10300,417.5,2.200e+01,-2.200e+01,1.46,0.12,-1.400e-01,823.0,,,108.84,33.58,-29.57,21.30,2,q1_q17_dr25_tce,4861.00,131.00,-146.00,4.574,0.054,-0.041,0.7320,0.0620,-0.0680,283.221410,40.421829,15.289
5272878,K00826.01,Kepler-694 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.365839713,8.0600000e-06,-8.0600000e-06,171.1357500,1.000000e-03,-1.000000e-03,0.524,0.009,-0.460,2.97210,0.04080,-0.04080,780.7,1.310e+01,-1.310e+01,2.44,0.60,-2.100e-01,914.0,,,165.33,121.73,-40.81,70.80,1,q1_q17_dr25_tce,5776.00,155.00,-155.00,4.554,0.042,-0.168,0.8490,0.2120,-0.0710,291.149510,40.420521,15.090
5283542,K00827.01,,FALSE POSITIVE,FALSE POSITIVE,0.0370,0,0,1,0,5.975817540,1.1180000e-05,-1.1180000e-05,174.7760200,1.370000e-03,-1.370000e-03,0.941,0.017,-0.618,3.06500,0.18500,-0.18500,962.4,2.350e+01,-2.350e+01,3.86,1.32,-4.400e-01,1047.0,,,284.25,295.54,-90.93,50.30,1,q1_q17_dr25_tce,6108.00,193.00,-214.00,4.471,0.054,-0.216,0.9970,0.3410,-0.1140,294.223970,40.417858,15.546
5287983,K00828.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,2.507089906,2.4010000e-06,-2.4010000e-06,171.0024550,8.350000e-04,-8.350000e-04,1.255,16.500,-0.349,2.00670,0.04270,-0.04270,1339.2,2.470e+01,-2.470e+01,30.26,9.57,-3.190e+00,1326.0,,,730.47,699.82,-230.11,64.90,1,q1_q17_dr25_tce,5926.00,184.00,-226.00,4.506,0.054,-0.216,0.9390,0.2970,-0.0990,295.378050,40.493401,15.555
5358241,K00829.01,Kepler-53 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.649327280,5.2020000e-05,-5.2020000e-05,174.7710000,2.240000e-03,-2.240000e-03,0.080,0.329,-0.080,4.40560,0.06870,-0.06870,893.6,2.090e+01,-2.090e+01,3.12,0.47,-2.800e-01,701.0,,,57.13,22.99,-12.26,46.10,1,q1_q17_dr25_tce,5775.00,78.00,-78.00,4.405,0.066,-0.123,1.0530,0.1610,-0.0940,290.461760,40.562462,15.386
5358241,K00829.02,Kepler-53 d,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,9.751921010,4.8290000e-05,-4.8290000e-05,138.7860800,3.600000e-03,-3.600000e-03,0.949,0.028,-0.673,4.79300,0.18100,-0.18100,418.0,1.620e+01,-1.620e+01,2.76,0.43,-2.400e-01,870.0,,,135.66,54.60,-29.09,28.50,3,q1_q17_dr25_tce,5775.00,78.00,-78.00,4.405,0.066,-0.123,1.0530,0.1610,-0.0940,290.461760,40.562462,15.386
5358241,K00829.03,Kepler-53 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,38.557654600,1.7650000e-04,-1.7650000e-04,163.8506300,4.070000e-03,-4.070000e-03,0.911,0.025,-0.663,5.79400,0.19900,-0.19900,993.0,2.680e+01,-2.680e+01,4.02,0.62,-3.600e-01,550.0,,,21.71,8.73,-4.66,39.70,2,q1_q17_dr25_tce,5775.00,78.00,-78.00,4.405,0.066,-0.123,1.0530,0.1610,-0.0940,290.461760,40.562462,15.386
5358624,K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,0.9900,0,0,0,0,3.525632539,1.5000000e-07,-1.5000000e-07,170.0479951,3.330000e-05,-3.330000e-05,0.120,0.006,-0.084,2.59959,0.00079,-0.00079,22335.0,1.310e+01,-1.310e+01,11.58,0.90,-4.800e-01,975.0,,,213.12,50.79,-29.54,1996.70,1,q1_q17_dr25_tce,5150.00,82.00,-82.00,4.572,0.020,-0.064,0.7930,0.0620,-0.0330,290.581730,40.577400,15.224
5370302,K00831.01,,FALSE POSITIVE,FALSE POSITIVE,0.0060,0,1,0,0,3.904342500,1.3390000e-06,-1.3390000e-06,173.3937340,2.660000e-04,-2.660000e-04,0.709,0.011,-0.015,3.83100,0.02710,-0.02710,16228.4,6.210e+01,-6.210e+01,12.28,3.56,-1.190e+00,1104.0,,,351.05,298.42,-97.69,323.40,1,q1_q17_dr25_tce,5810.00,157.00,-175.00,4.526,0.050,-0.200,0.8980,0.2600,-0.0870,294.056760,40.549679,15.016
5372966,K00832.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,9.286358079,5.4600000e-07,-5.4600000e-07,171.8214689,4.500000e-05,-4.500000e-05,0.377,0.009,-0.009,3.49949,0.00533,-0.00533,44791.4,3.280e+01,-3.280e+01,17.61,4.05,-1.870e+00,796.0,,,95.03,66.72,-27.73,1671.10,1,q1_q17_dr25_tce,5670.00,169.00,-169.00,4.523,0.066,-0.154,0.8210,0.1890,-0.0870,294.743960,40.533920,15.365
5376067,K00833.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.951405455,2.2580000e-06,-2.2580000e-06,173.2761250,4.540000e-04,-4.540000e-04,1.276,6.027,-0.214,2.18620,0.02670,-0.02670,2453.9,2.520e+01,-2.520e+01,31.44,8.94,-2.960e+00,1133.0,,,388.71,333.12,-106.59,117.20,1,q1_q17_dr25_tce,6046.00,182.00,-182.00,4.539,0.048,-0.204,0.8690,0.2470,-0.0820,295.504390,40.505489,15.446
5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,23.653694150,1.7480000e-05,-1.7480000e-05,171.3761070,6.030000e-04,-6.030000e-04,0.008,0.169,-0.008,8.21830,0.02100,-0.02100,3341.8,1.320e+01,-1.320e+01,7.89,1.38,-1.520e+00,731.0,,,67.65,33.37,-26.59,266.30,1,q1_q17_dr25_tce,5739.00,114.00,-103.00,4.191,0.162,-0.108,1.3840,0.2420,-0.2660,287.897130,40.637821,15.084
5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,13.233522140,4.5030000e-05,-4.5030000e-05,140.3219600,2.750000e-03,-2.750000e-03,0.014,0.399,-0.014,6.73720,0.08750,-0.08750,504.6,1.080e+01,-1.080e+01,3.06,0.54,-5.800e-01,888.0,,,146.67,72.35,-57.65,49.10,2,q1_q17_dr25_tce,5739.00,114.00,-103.00,4.191,0.162,-0.108,1.3840,0.2420,-0.2660,287.897130,40.637821,15.084
5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,6.155602850,2.7040000e-05,-2.7040000e-05,134.8165600,3.450000e-03,-3.450000e-03,0.235,0.204,-0.235,4.98430,0.09940,-0.09940,285.0,8.600e+00,-8.600e+00,2.32,0.40,-4.500e-01,1146.0,,,406.94,200.73,-159.95,35.10,3,q1_q17_dr25_tce,5739.00,114.00,-103.00,4.191,0.162,-0.108,1.3840,0.2420,-0.2660,287.897130,40.637821,15.084
5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.090811305,9.5710000e-06,-9.5710000e-06,134.1746200,3.980000e-03,-3.980000e-03,0.746,0.053,-0.521,3.38800,0.10600,-0.10600,115.9,6.400e+00,-6.400e+00,1.62,0.28,-3.200e-01,1642.0,,,1718.04,847.46,-675.28,19.90,5,q1_q17_dr25_tce,5739.00,114.00,-103.00,4.191,0.162,-0.108,1.3840,0.2420,-0.2660,287.897130,40.637821,15.084
5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,0.9890,0,0,0,0,50.446741700,6.5050000e-04,-6.5050000e-04,178.5014000,1.030000e-02,-1.030000e-02,0.379,0.111,-0.378,7.15900,0.24700,-0.24700,370.3,2.010e+01,-2.010e+01,2.67,0.47,-5.100e-01,568.0,,,24.64,12.16,-9.68,19.40,4,q1_q17_dr25_tce,5739.00,114.00,-103.00,4.191,0.162,-0.108,1.3840,0.2420,-0.2660,287.897130,40.637821,15.084
5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.763071640,2.0350000e-05,-2.0350000e-05,180.9361300,1.300000e-03,-1.300000e-03,0.048,0.393,-0.048,2.90760,0.05000,-0.05000,1037.3,2.390e+01,-2.390e+01,2.35,0.17,-8.000e-02,616.0,,,33.99,8.24,-4.84,48.90,1,q1_q17_dr25_tce,4959.00,99.00,,4.603,0.011,-0.060,0.7560,0.0540,-0.0270,294.202150,40.663410,15.208
5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,0.8780,0,0,0,0,56.227927100,3.1340000e-04,-3.1340000e-04,132.2925900,4.710000e-03,-4.710000e-03,0.700,0.208,-0.496,3.57000,0.13400,-0.13400,862.7,4.490e+01,-4.490e+01,2.37,0.17,-9.000e-02,366.0,,,4.22,1.02,-0.60,20.90,2,q1_q17_dr25_tce,4959.00,99.00,0.00,4.603,0.011,-0.060,0.7560,0.0540,-0.0270,294.202150,40.663410,15.208
5481416,K00836.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.384052875,4.7400000e-06,-4.7400000e-06,171.5836200,1.630000e-03,-1.630000e-03,1.178,5.685,-0.115,3.09180,0.08170,-0.08170,1268.1,2.990e+01,-2.990e+01,17.06,1.32,-1.600e+00,1010.0,,,244.87,71.26,-67.02,50.50,1,q1_q17_dr25_tce,4794.00,130.00,-144.00,4.580,0.063,-0.032,0.7010,0.0540,-0.0660,299.642850,40.691238,15.836
5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.953547000,1.9100000e-05,-1.9100000e-05,174.6622400,1.820000e-03,-1.820000e-03,0.300,0.145,-0.300,2.63120,0.05950,-0.05950,875.4,2.530e+01,-2.530e+01,2.25,0.07,-1.400e-01,696.0,,,55.37,7.15,-10.12,38.40,1,q1_q17_dr25_tce,4768.00,76.00,-85.00,4.536,0.056,-0.016,0.7790,0.0230,-0.0490,291.158780,40.750271,15.660
5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.144516560,1.4400000e-05,-1.4400000e-05,135.9283100,3.130000e-03,-3.130000e-03,0.004,0.471,-0.003,2.34210,0.09840,-0.09840,391.8,1.980e+01,-1.980e+01,1.48,0.05,-9.000e-02,864.0,,,132.08,17.05,-24.15,22.80,2,q1_q17_dr25_tce,4768.00,76.00,-85.00,4.536,0.056,-0.016,0.7790,0.0230,-0.0490,291.158780,40.750271,15.660
5534814,K00838.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.859386384,1.2720000e-06,-1.2720000e-06,173.0114690,2.070000e-04,-2.070000e-04,1.259,1.089,-0.178,2.27570,0.01220,-0.01220,6044.3,2.720e+01,-2.720e+01,38.33,12.80,-4.270e+00,1114.0,,,364.23,358.71,-118.09,269.70,1,q1_q17_dr25_tce,6072.00,168.00,-232.00,4.470,0.056,-0.224,0.9880,0.3300,-0.1100,292.214360,40.759762,15.311
5649215,K00839.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.446737317,3.0890000e-06,-3.0890000e-06,170.6695100,1.040000e-03,-1.040000e-03,1.241,1.295,-0.135,4.72110,0.05460,-0.05460,1177.9,1.270e+01,-1.270e+01,26.25,6.90,-2.470e+00,1261.0,,,597.19,461.45,-162.49,110.20,1,q1_q17_dr25_tce,5764.00,154.00,-171.00,4.548,0.035,-0.184,0.8630,0.2270,-0.0810,298.961120,40.862808,15.021
5651104,K00840.01,Kepler-695 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.040330460,3.3700000e-07,-3.3700000e-07,169.9490106,8.860000e-05,-8.860000e-05,0.736,0.013,-0.024,1.84110,0.01680,-0.01680,10858.8,2.580e+01,-2.580e+01,8.99,0.80,-9.900e-01,1021.0,,,257.29,86.59,-76.86,568.20,1,q1_q17_dr25_tce,5035.00,151.00,-151.00,4.519,0.084,-0.063,0.7910,0.0710,-0.0870,299.316100,40.822380,15.028
5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.335286750,1.9890000e-05,-1.9890000e-05,174.0027800,1.030000e-03,-1.030000e-03,0.773,0.006,-0.543,3.89700,0.07710,-0.07710,3081.4,3.900e+01,-3.900e+01,5.00,0.49,-1.800e-01,610.0,,,32.67,9.96,-4.63,86.60,2,q1_q17_dr25_tce,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.8170,0.0800,-0.0290,292.236760,41.085880,15.855
5792202,K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,31.330461350,3.9770000e-05,-3.9770000e-05,153.4303100,1.030000e-03,-1.030000e-03,0.798,0.021,-0.043,5.17600,0.10200,-0.10200,5073.8,4.840e+01,-4.840e+01,6.50,0.64,-2.300e-01,481.0,,,12.61,3.84,-1.79,117.20,1,q1_q17_dr25_tce,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.8170,0.0800,-0.0290,292.236760,41.085880,15.855
5792202,K00841.03,Kepler-27 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.546261490,2.6680000e-05,-2.6680000e-05,133.8596400,3.170000e-03,-3.170000e-03,0.644,0.295,-0.438,2.75000,0.11100,-0.11100,655.9,3.000e+01,-3.000e+01,2.19,0.22,-8.000e-02,810.0,,,101.78,31.02,-14.45,24.80,3,q1_q17_dr25_tce,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.8170,0.0800,-0.0290,292.236760,41.085880,15.855
5792202,K00841.04,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,269.306232000,7.2510000e-03,-7.2510000e-03,285.6272000,1.600000e-02,-1.600000e-02,1.219,69.550,-1.087,14.93100,0.97800,-0.97800,1708.0,1.090e+02,-1.090e+02,24.00,2.35,-8.500e-01,235.0,,,0.72,0.21,-0.11,18.10,4,q1_q17_dr25_tce,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.8170,0.0800,-0.0290,292.236760,41.085880,15.855
5792202,K00841.05,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,499.473380000,1.1870000e-02,-1.1870000e-02,455.5672000,1.360000e-02,-1.360000e-02,0.793,0.159,-0.560,12.24800,0.57500,-0.57500,1662.0,1.120e+02,-1.120e+02,3.71,0.36,-1.400e-01,191.0,,,0.31,0.10,-0.04,15.70,5,q1_q17_dr25_tce,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.8170,0.0800,-0.0290,292.236760,41.085880,15.855
